sulfur,S_percent,carbon,nitrogen,N_percent,C_percent,site,type,species,max_forklength,my_rep,details,tray,UID,project,collection
NA,NA,-27.7,9.71,9.87,45.39,WM,Invertebrate,scirtid,NA,4,NA,TERRG-21-32,TERRG_2020_09_WM_Invertebrate_scirtid_NA_4,TERRG,2020-09-15
NA,NA,-27.12,7.72,9.97,38.23,WM,Invertebrate,culicid,NA,2,NA,TERRG-21-32,TERRG_2020_09_WM_Invertebrate_culicid_NA_2,TERRG,2020-09-15
NA,NA,-30.66,7.61,10.96,46.49,WM,Invertebrate,chironomid,NA,1,NA,TERRG-21-32,TERRG_2020_09_WM_Invertebrate_chironomid_NA_1,TERRG,2020-09-15
NA,NA,-28.01,8.04,8.28,37.24,WM,Invertebrate,physid,NA,3,NA,TERRG-21-32,TERRG_2020_09_WM_Invertebrate_physid_NA_3,TERRG,2020-09-15
NA,NA,-20.49,9.62,3.42,26.92,PD,Invertebrate,thiarid,NA,6,NA,TERRG-21-32,TERRG_2020_09_PD_Invertebrate_thiarid_NA_6,TERRG,2020-09-15
NA,NA,-31.51,3.37,10.06,52.57,PD,Invertebrate,elmid,NA,0,NA,TERRG-21-32,TERRG_2020_09_PD_Invertebrate_elmid_NA_0,TERRG,2020-09-15
NA,NA,-25.86,7,11.09,45.68,PD,Invertebrate,coenagrionid,NA,5,NA,TERRG-21-32,TERRG_2020_09_PD_Invertebrate_coenagrionid_NA_5,TERRG,2020-09-15
NA,NA,-26.9,6.61,10.15,38.89,PD,Invertebrate,Libellulid,NA,1,NA,TERRG-21-32,TERRG_2020_09_PD_Invertebrate_Libellulid_NA_1,TERRG,2020-09-15
NA,NA,-27.12,4.68,10.22,47.07,PD,Invertebrate,caenid,NA,4,NA,TERRG-21-32,TERRG_2020_09_PD_Invertebrate_caenid_NA_4,TERRG,2020-09-15
NA,NA,-26.21,4.93,9.64,39.51,PD,Invertebrate,heptageniid,NA,1,NA,TERRG-21-32,TERRG_2020_09_PD_Invertebrate_heptageniid_NA_1,TERRG,2020-09-15
NA,NA,-23.81,10.31,11.47,44.11,PL,Invertebrate,coenagrionid,NA,7,NA,TERRG-21-32,TERRG_2020_09_PL_Invertebrate_coenagrionid_NA_7,TERRG,2020-09-15
NA,NA,-27,8.16,6.81,32.27,PL,Invertebrate,chironomid,NA,1,NA,TERRG-21-32,TERRG_2020_09_PL_Invertebrate_chironomid_NA_1,TERRG,2020-09-15
NA,NA,-23.08,7.6,5.84,33.65,PL,Invertebrate,hyalellid,NA,9,NA,TERRG-21-32,TERRG_2020_09_PL_Invertebrate_hyalellid_NA_9,TERRG,2020-09-15
NA,NA,-22.05,10.42,11.07,46.65,PL,Invertebrate,elmid,NA,3,NA,TERRG-21-32,TERRG_2020_09_PL_Invertebrate_elmid_NA_3,TERRG,2020-09-15
NA,NA,-21.39,12.21,10.24,51.73,PL,Invertebrate,haliplid,NA,1,NA,TERRG-21-32,TERRG_2020_09_PL_Invertebrate_haliplid_NA_1,TERRG,2020-09-15
NA,NA,-16.08,10.49,10.52,49.88,PL,Invertebrate,dysticid,NA,1,NA,TERRG-21-32,TERRG_2020_09_PL_Invertebrate_dysticid_NA_1,TERRG,2020-09-15
NA,NA,-32.35,6.19,4.26,32.43,GC,Invertebrate,hyalellid,NA,3,NA,TERRG-21-32,TERRG_2020_09_GC_Invertebrate_hyalellid_NA_3,TERRG,2020-09-15
NA,NA,-21.48,11.21,1.55,17.01,GC,Invertebrate,physid,NA,3,NA,TERRG-21-32,TERRG_2020_09_GC_Invertebrate_physid_NA_3,TERRG,2020-09-15
NA,NA,-31.01,5.13,8.3,51.3,GC,Invertebrate,caenid,NA,3,NA,TERRG-21-32,TERRG_2020_09_GC_Invertebrate_caenid_NA_3,TERRG,2020-09-15
NA,NA,NA,NA,NA,NA,GC,Invertebrate,scirtid,NA,1,NA,NA,TERRG_2020_09_GC_Invertebrate_scirtid_NA_1,TERRG,2020-09-15
NA,NA,-36.31,7.71,10.41,50.81,GC,Invertebrate,gyrinid,NA,2,NA,TERRG-21-32,TERRG_2020_09_GC_Invertebrate_gyrinid_NA_2,TERRG,2020-09-15
NA,NA,-31.17,9.22,12.01,44.53,GC,Invertebrate,coenagrionid,NA,1,NA,TERRG-21-32,TERRG_2020_09_GC_Invertebrate_coenagrionid_NA_1,TERRG,2020-09-15
NA,NA,-30.57,7.18,10.09,44.32,GC,Invertebrate,Libellulid,NA,6,NA,TERRG-21-32,TERRG_2020_09_GC_Invertebrate_Libellulid_NA_6,TERRG,2020-09-15
NA,NA,-29.03,9.1,9.99,46.23,GC,Invertebrate,chironomid,NA,1,NA,TERRG-21-32,TERRG_2020_09_GC_Invertebrate_chironomid_NA_1,TERRG,2020-09-15
NA,NA,-32.03,7.02,9.7,42.29,MR,Invertebrate,chironomid,NA,1,NA,TERRG-21-32,TERRG_2020_09_MR_Invertebrate_chironomid_NA_1,TERRG,2020-09-15
NA,NA,-28.43,7.96,11.66,43.79,MR,Invertebrate,chironomid,NA,1,NA,TERRG-21-32,TERRG_2020_09_MR_Invertebrate_chironomid_NA_1,TERRG,2020-09-15
NA,NA,-29.19,5.81,9.33,51.3,MR,Invertebrate,elmid,NA,5,NA,TERRG-21-32,TERRG_2020_09_MR_Invertebrate_elmid_NA_5,TERRG,2020-09-15
NA,NA,-31.65,6.29,5.46,35.96,MR,Invertebrate,hyalellid,NA,4,NA,TERRG-21-32,TERRG_2020_09_MR_Invertebrate_hyalellid_NA_4,TERRG,2020-09-15
NA,NA,-28.73,8.96,10.56,44.99,MR,Invertebrate,coenagrionid,NA,4,NA,TERRG-21-32,TERRG_2020_09_MR_Invertebrate_coenagrionid_NA_4,TERRG,2020-09-15
NA,NA,-29,8.81,11.36,42.89,MR,Invertebrate,aeshnid,NA,2,NA,TERRG-21-32,TERRG_2020_09_MR_Invertebrate_aeshnid_NA_2,TERRG,2020-09-15
NA,NA,-34.16,7.26,9.98,51.5,MR,Invertebrate,caenid,NA,2,NA,TERRG-21-32,TERRG_2020_09_MR_Invertebrate_caenid_NA_2,TERRG,2020-09-15
NA,NA,-31.4,5.88,7.85,46.74,MR,Invertebrate,baetid,NA,8,NA,TERRG-21-33,TERRG_2020_09_MR_Invertebrate_baetid_NA_8,TERRG,2020-09-15
NA,NA,-27.65,15.65,10.92,41.67,AR,Invertebrate,coenagrionid,NA,2,NA,TERRG-21-33,TERRG_2020_09_AR_Invertebrate_coenagrionid_NA_2,TERRG,2020-09-15
NA,NA,-26.22,15.12,11.16,42.45,AR,Invertebrate,aeshnid,NA,2,NA,TERRG-21-33,TERRG_2020_09_AR_Invertebrate_aeshnid_NA_2,TERRG,2020-09-15
NA,NA,-29.88,14.19,5.51,34.72,AR,Invertebrate,caenid,NA,2,NA,TERRG-21-33,TERRG_2020_09_AR_Invertebrate_caenid_NA_2,TERRG,2020-09-15
NA,NA,-29.76,14.75,9.02,46.8,AR,Invertebrate,heptageniid,NA,2,NA,TERRG-21-33,TERRG_2020_09_AR_Invertebrate_heptageniid_NA_2,TERRG,2020-09-15
NA,NA,NA,NA,NA,NA,AR,Invertebrate,scirtid,NA,1,NA,NA,TERRG_2020_09_AR_Invertebrate_scirtid_NA_1,TERRG,2020-09-15
NA,NA,-30.42,13.35,10.13,46.93,AR,Invertebrate,elmid,NA,1,NA,TERRG-21-33,TERRG_2020_09_AR_Invertebrate_elmid_NA_1,TERRG,2020-09-15
NA,NA,-27.14,16.11,12.55,46.9,AR,Invertebrate,gerrid,NA,1,NA,TERRG-21-33,TERRG_2020_09_AR_Invertebrate_gerrid_NA_1,TERRG,2020-09-15
NA,NA,NA,NA,NA,NA,AR,Invertebrate,chironomid,NA,1,NA,NA,TERRG_2020_09_AR_Invertebrate_chironomid_NA_1,TERRG,2020-09-15
NA,NA,-26.91,15.17,10.81,46.79,AR,Invertebrate,chironomid,NA,1,NA,TERRG-21-33,TERRG_2020_09_AR_Invertebrate_chironomid_NA_1,TERRG,2020-09-15
NA,NA,-29.32,15.01,10.47,45.88,TR,Invertebrate,elmid,NA,2,NA,TERRG-21-33,TERRG_2020_09_TR_Invertebrate_elmid_NA_2,TERRG,2020-09-15
NA,NA,-18.81,12.26,10.03,46.55,TR,Invertebrate,scirtid,NA,2,NA,TERRG-21-33,TERRG_2020_09_TR_Invertebrate_scirtid_NA_2,TERRG,2020-09-15
NA,NA,0,0,0,0,TR,Invertebrate,chironomid,NA,1,NA,TERRG-21-33,TERRG_2020_09_TR_Invertebrate_chironomid_NA_1,TERRG,2020-09-15
NA,NA,-20.71,11.86,7.49,38.65,TR,Invertebrate,hyalellid,NA,1,NA,TERRG-21-33,TERRG_2020_09_TR_Invertebrate_hyalellid_NA_1,TERRG,2020-09-15
NA,NA,-16.12,15.22,10.63,44.65,TR,Invertebrate,thiarid,NA,2,NA,TERRG-21-33,TERRG_2020_09_TR_Invertebrate_thiarid_NA_2,TERRG,2020-09-15
NA,NA,-23.13,11.47,8.7,42.59,SF,Invertebrate,chironomid,NA,1,NA,TERRG-21-33,TERRG_2020_09_SF_Invertebrate_chironomid_NA_1,TERRG,2020-09-15
NA,NA,NA,NA,NA,NA,SF,Invertebrate,chironomid,NA,1,NA,NA,TERRG_2020_09_SF_Invertebrate_chironomid_NA_1,TERRG,2020-09-15
NA,NA,-24.65,13.1,10.53,39.77,SF,Invertebrate,coenagrionid,NA,8,NA,TERRG-21-33,TERRG_2020_09_SF_Invertebrate_coenagrionid_NA_8,TERRG,2020-09-15
NA,NA,-26.43,11.78,8.76,42.79,SF,Invertebrate,thiarid,NA,5,NA,TERRG-21-33,TERRG_2020_09_SF_Invertebrate_thiarid_NA_5,TERRG,2020-09-15
NA,NA,-25.63,10.75,8.44,36.49,SF,Invertebrate,scirtid,NA,6,NA,TERRG-21-33,TERRG_2020_09_SF_Invertebrate_scirtid_NA_6,TERRG,2020-09-15
NA,NA,-22.67,11.4,9.55,33.69,PL,Invertebrate,cambarid,NA,1,NA,TERRG-21-28,TERRG_2020_09_PL_Invertebrate_cambarid_NA_1,TERRG,2020-09-15
NA,NA,-22.81,11.84,11.4,39.14,PL,Invertebrate,cambarid,NA,2,NA,TERRG-21-28,TERRG_2020_09_PL_Invertebrate_cambarid_NA_2,TERRG,2020-09-15
NA,NA,-22.34,11.21,12.07,39.97,PL,Invertebrate,cambarid,NA,3,NA,TERRG-21-28,TERRG_2020_09_PL_Invertebrate_cambarid_NA_3,TERRG,2020-09-15
NA,NA,-21.75,11.25,11.06,37.83,PL,Invertebrate,cambarid,NA,4,NA,TERRG-21-28,TERRG_2020_09_PL_Invertebrate_cambarid_NA_4,TERRG,2020-09-15
NA,NA,-25.29,9.8,12.68,42.08,PL,Invertebrate,cambarid,NA,1,NA,TERRG-21-28,TERRG_2020_09_PL_Invertebrate_cambarid_NA_1,TERRG,2020-09-15
NA,NA,-25.9,14.15,13.63,42.57,AR,Invertebrate,cambarid,NA,1,NA,TERRG-21-27,TERRG_2020_09_AR_Invertebrate_cambarid_NA_1,TERRG,2020-09-15
NA,NA,-23.02,12.23,13.59,44.22,TR,Invertebrate,cambarid,NA,1,NA,TERRG-21-24,TERRG_2020_09_TR_Invertebrate_cambarid_NA_1,TERRG,2020-09-15
NA,NA,-19.62,12.8,13.51,44.12,TR,Invertebrate,cambarid,NA,2,NA,TERRG-21-24,TERRG_2020_09_TR_Invertebrate_cambarid_NA_2,TERRG,2020-09-15
4.34,0.34,-29.03167349,13.30232569,4.57,39.08,AR,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_AR_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
2.96,0.31,-31.61253847,15.80873554,5.73,40.81,AR,Aquatic,macrophyte,NA,2,NA,NA,TERRG_2020_01_AR_Aquatic_macrophyte_NA_2,TERRG,2020-01-15
4.14,0.38,-30.26206219,7.98526452,2.95,32.16,AR,Aquatic,macrophyte,NA,3,NA,NA,TERRG_2020_01_AR_Aquatic_macrophyte_NA_3,TERRG,2020-01-15
2.39,0.25,-28.64105367,10.80571763,1.31,16.53,AR,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_AR_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
2.36,0.29,-29.70649323,11.59253881,1.61,19.57,AR,Aquatic,filamentous_algae,NA,2,NA,NA,TERRG_2020_01_AR_Aquatic_filamentous_algae_NA_2,TERRG,2020-01-15
2.23,0.26,-28.52092935,10.94674699,1.31,14.72,AR,Aquatic,filamentous_algae,NA,3,NA,NA,TERRG_2020_01_AR_Aquatic_filamentous_algae_NA_3,TERRG,2020-01-15
4.25,0.22,-22.97621251,9.612642874,1.15,12.22,AR,Aquatic,periphyton,NA,1,NA,NA,TERRG_2020_01_AR_Aquatic_periphyton_NA_1,TERRG,2020-01-15
18.86,1.74,-21.79792417,8.691688155,2.01,34.43,BB,Aquatic,macrophyte,NA,3,NA,NA,TERRG_2020_01_BB_Aquatic_macrophyte_NA_3,TERRG,2020-01-15
17.42,0.24,-12.12476895,5.630198444,1.05,33.04,BB,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_BB_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
13.2,0.36,-14.33621201,8.156956231,1.04,45.48,BB,Aquatic,macrophyte,NA,2,NA,NA,TERRG_2020_01_BB_Aquatic_macrophyte_NA_2,TERRG,2020-01-15
19.74,3.44,NA,NA,NA,NA,BB,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_BB_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
16.58,0.37,-15.35775736,6.251369523,0.4,4.41,BB,Aquatic,filamentous_algae,NA,2,NA,NA,TERRG_2020_01_BB_Aquatic_filamentous_algae_NA_2,TERRG,2020-01-15
17.72,2.84,-19.73993886,6.729815865,1.95,29.18,BB,Aquatic,filamentous_algae,NA,3,NA,NA,TERRG_2020_01_BB_Aquatic_filamentous_algae_NA_3,TERRG,2020-01-15
11.9,0.23,-13.97289624,9.67247898,1.18,37.75,CB,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_CB_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
17.65,0.45,-13.96271933,12.5716251,1.49,42.41,CB,Aquatic,macrophyte,NA,2,NA,NA,TERRG_2020_01_CB_Aquatic_macrophyte_NA_2,TERRG,2020-01-15
17,0.6,-25.73435388,9.783850511,2.2,40.12,CB,Aquatic,macrophyte,NA,4,NA,NA,TERRG_2020_01_CB_Aquatic_macrophyte_NA_4,TERRG,2020-01-15
17.78,0.45,NA,NA,NA,NA,CB,Aquatic,macrophyte,NA,5,NA,NA,TERRG_2020_01_CB_Aquatic_macrophyte_NA_5,TERRG,2020-01-15
14.24,0.38,-24.46834598,9.000522968,2.88,41.43,CB,Aquatic,macrophyte,NA,3,NA,NA,TERRG_2020_01_CB_Aquatic_macrophyte_NA_3,TERRG,2020-01-15
19.88,2.26,-23.18526832,6.730267941,1.79,26.73,CB,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_CB_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
8.2,0.3,-27.80421417,9.836733114,4.9,36.75,EM,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_EM_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
8.2,0.3,-27.90041737,9.859933016,3.25,27.95,EM,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_EM_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
8.9,0.17,-20.83410187,12.05195158,0.53,5.13,EM,Aquatic,periphyton,NA,1,NA,NA,TERRG_2020_01_EM_Aquatic_periphyton_NA_1,TERRG,2020-01-15
9.36,0.22,-21.49446709,5.717257517,0.23,1.31,EM,Aquatic,periphyton,NA,2,NA,NA,TERRG_2020_01_EM_Aquatic_periphyton_NA_2,TERRG,2020-01-15
5.27,0.26,-29.03600109,14.54739335,3.91,39.27,GC,Aquatic,macrophyte,NA,2,NA,NA,TERRG_2020_01_GC_Aquatic_macrophyte_NA_2,TERRG,2020-01-15
4.89,0.28,-30.16981657,18.14285949,4.05,37.68,GC,Aquatic,macrophyte,NA,3,NA,NA,TERRG_2020_01_GC_Aquatic_macrophyte_NA_3,TERRG,2020-01-15
2.93,0.24,-29.25847794,10.43565564,2.52,39.84,GC,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_GC_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
5.43,0.36,-33.083446790000004,16.31697036,4.84,42.1,GC,Aquatic,macrophyte,NA,4,NA,NA,TERRG_2020_01_GC_Aquatic_macrophyte_NA_4,TERRG,2020-01-15
4.42,0.32,-30.99944614,10.81228604,1.1,13.82,GC,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_GC_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
4.9,0.33,-31.40402174,7.587024557,1.17,13.94,GC,Aquatic,filamentous_algae,NA,2,NA,NA,TERRG_2020_01_GC_Aquatic_filamentous_algae_NA_2,TERRG,2020-01-15
11.29,1.53,-23.41136058,12.95735289,2.31,21.91,GC,Aquatic,periphyton,NA,1,NA,NA,TERRG_2020_01_GC_Aquatic_periphyton_NA_1,TERRG,2020-01-15
13.59,0.26,-13.40604222,13.54481049,1.31,42.69,HB,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_HB_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
17.41,0.55,-19.74197993,14.98262465,1.02,13.87,HB,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_HB_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
19.99,1.02,-13.60141494,14.80400805,0.69,7.95,HB,Aquatic,filamentous_algae,NA,2,NA,NA,TERRG_2020_01_HB_Aquatic_filamentous_algae_NA_2,TERRG,2020-01-15
9.87,0.3,-13.04679721,9.095896953,2.38,44.44,LB,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_LB_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
17.97,0.52,-27.3921729,6.336044017,2.12,38.81,LB,Aquatic,macrophyte,NA,2,NA,NA,TERRG_2020_01_LB_Aquatic_macrophyte_NA_2,TERRG,2020-01-15
17.16,1.21,-17.50292399,7.723470613,1.56,12.01,LB,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_LB_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
10.96,0.28,-28.82711755,9.26000324,3.67,38.42,LN,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_LN_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
13.15,0.51,-27.8572578,5.227661536,1.98,27.61,LN,Aquatic,macrophyte,NA,2,NA,NA,TERRG_2020_01_LN_Aquatic_macrophyte_NA_2,TERRG,2020-01-15
12.05,0.5,-13.65842965,8.265059309,2.66,38.62,LN,Aquatic,macrophyte,NA,3,NA,NA,TERRG_2020_01_LN_Aquatic_macrophyte_NA_3,TERRG,2020-01-15
11.79,0.45,-30.73630631,7.253549776,5.11,38.18,LN,Aquatic,macrophyte,NA,4,NA,NA,TERRG_2020_01_LN_Aquatic_macrophyte_NA_4,TERRG,2020-01-15
11.05,0.39,-30.20507148,6.611684002,2.85,31.71,LN,Aquatic,macrophyte,NA,5,NA,NA,TERRG_2020_01_LN_Aquatic_macrophyte_NA_5,TERRG,2020-01-15
10.5,0.51,-28.67899612,9.393155596,3.5,38.45,LN,Aquatic,macrophyte,NA,6,NA,NA,TERRG_2020_01_LN_Aquatic_macrophyte_NA_6,TERRG,2020-01-15
9.58,0.46,NA,NA,NA,NA,LN,Aquatic,macrophyte,NA,7,NA,NA,TERRG_2020_01_LN_Aquatic_macrophyte_NA_7,TERRG,2020-01-15
10.4,0.3,-20.54003906,9.650935325,1.61,14.32,LN,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_LN_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
14.02,1.15,-21.17889459,9.415752914,2.78,25.71,LN,Aquatic,filamentous_algae,NA,2,NA,NA,TERRG_2020_01_LN_Aquatic_filamentous_algae_NA_2,TERRG,2020-01-15
13.77,0.14,-20.93804825,5.444497226,2.08,18.22,LN,Aquatic,periphyton,NA,1,NA,NA,TERRG_2020_01_LN_Aquatic_periphyton_NA_1,TERRG,2020-01-15
10.8,0.21,-12.09751076,5.862991367,1.03,13.58,LN,Aquatic,periphyton,NA,2,NA,NA,TERRG_2020_01_LN_Aquatic_periphyton_NA_2,TERRG,2020-01-15
17.18,0.91,-14.64012068,9.166116255,0.83,11.4,LN,Aquatic,periphyton,NA,3,NA,NA,TERRG_2020_01_LN_Aquatic_periphyton_NA_3,TERRG,2020-01-15
10.03,0.16,-10.14087306,2.99641971,1.2,15.63,LN,Aquatic,periphyton,NA,4,NA,NA,TERRG_2020_01_LN_Aquatic_periphyton_NA_4,TERRG,2020-01-15
9.67,0.12,-31.9341289,0.882957742,3.2,36.43,MR,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_MR_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
8.87,0.41,-29.88856951,1.107280755,2.62,37.94,MR,Aquatic,macrophyte,NA,2,NA,NA,TERRG_2020_01_MR_Aquatic_macrophyte_NA_2,TERRG,2020-01-15
8.81,0.34,-28.88207287,3.331823137,1.2,21.37,MR,Aquatic,macrophyte,NA,3,NA,NA,TERRG_2020_01_MR_Aquatic_macrophyte_NA_3,TERRG,2020-01-15
12.34,0.27,-27.82399532,9.4092964,0.65,6.91,MR,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_MR_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
10.12,0.26,-31.601683,5.497516954,4.64,44.2,MR,Aquatic,filamentous_algae,NA,2,NA,NA,TERRG_2020_01_MR_Aquatic_filamentous_algae_NA_2,TERRG,2020-01-15
14.54,0.6,-23.7812874,9.738415467,1,12.85,MR,Aquatic,periphyton,NA,1,NA,NA,TERRG_2020_01_MR_Aquatic_periphyton_NA_1,TERRG,2020-01-15
7.72,0.27,-23.6063615,8.913362121,1.58,39.4,NB,Aquatic,macrophyte,NA,2,NA,NA,TERRG_2020_01_NB_Aquatic_macrophyte_NA_2,TERRG,2020-01-15
9.74,0.23,-14.77076617,5.082697783,0.85,42.14,NB,Aquatic,macrophyte,NA,3,NA,NA,TERRG_2020_01_NB_Aquatic_macrophyte_NA_3,TERRG,2020-01-15
-5.75,0.43,-28.08522064,5.162902427,2.03,47.29,NB,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_NB_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
5.88,0.47,-27.21509463,8.565032878,1.16,41.95,NB,Aquatic,macrophyte,NA,4,NA,NA,TERRG_2020_01_NB_Aquatic_macrophyte_NA_4,TERRG,2020-01-15
18.57,2.02,-23.46489518,7.933482296,1.51,16.88,NB,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_NB_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
19.35,2.68,-23.74555944,8.618343145,2.06,25.71,NB,Aquatic,filamentous_algae,NA,2,NA,NA,TERRG_2020_01_NB_Aquatic_filamentous_algae_NA_2,TERRG,2020-01-15
8.41,0.18,-29.57919137,6.828263576,3.1,41.45,PD,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_PD_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
10.88,0.29,-27.91424851,5.438973788,1.1,34.77,PD,Aquatic,macrophyte,NA,2,NA,NA,TERRG_2020_01_PD_Aquatic_macrophyte_NA_2,TERRG,2020-01-15
10.09,0.26,-23.37887884,3.34869422,0.8,14.42,PD,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_PD_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
9.1,0.1,-27.29508259,2.924323044,1.1,31.72,PD,Aquatic,periphyton,NA,1,NA,NA,TERRG_2020_01_PD_Aquatic_periphyton_NA_1,TERRG,2020-01-15
12.43,0.42,-25.39347533,11.1712233,1.55,15.73,PL,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_PL_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
12.48,0.39,-25.72365794,10.66378194,1.49,16.58,PL,Aquatic,filamentous_algae,NA,2,NA,NA,TERRG_2020_01_PL_Aquatic_filamentous_algae_NA_2,TERRG,2020-01-15
4.11,0.42,-20.51411008,10.89635989,0.81,10.51,PL,Aquatic,periphyton,NA,1,NA,NA,TERRG_2020_01_PL_Aquatic_periphyton_NA_1,TERRG,2020-01-15
-1.54,0.34,-30.13281541,24.70130926,5.6,40.02,SF,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_SF_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
12.94,0.19,-15.1578144,13.23234644,0.7,11.44,SF,Aquatic,periphyton,NA,1,NA,NA,TERRG_2020_01_SF_Aquatic_periphyton_NA_1,TERRG,2020-01-15
9.06,0.32,-18.71532073,15.06583208,1.27,14.09,TR,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_TR_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
11.89,1.16,-25.57996736,9.94813468,0.64,4.72,TR,Aquatic,periphyton,NA,1,NA,NA,TERRG_2020_01_TR_Aquatic_periphyton_NA_1,TERRG,2020-01-15
8.52,0.44,-29.4367146,11.36871251,2.39,31.97,UN,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_UN_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
5.31,0.34,-30.19082381,8.842699104,1.22,7.74,UN,Aquatic,macrophyte,NA,2,NA,NA,TERRG_2020_01_UN_Aquatic_macrophyte_NA_2,TERRG,2020-01-15
8.63,0.33,-29.563926,8.824673619,3.34,39.63,UN,Aquatic,macrophyte,NA,3,NA,NA,TERRG_2020_01_UN_Aquatic_macrophyte_NA_3,TERRG,2020-01-15
4.34,0.45,-30.21728378,11.76011406,1.19,37.93,UN,Aquatic,macrophyte,NA,4,NA,NA,TERRG_2020_01_UN_Aquatic_macrophyte_NA_4,TERRG,2020-01-15
3.46,0.36,-18.39680005,7.551479358,1.72,33.87,UN,Aquatic,macrophyte,NA,5,NA,NA,TERRG_2020_01_UN_Aquatic_macrophyte_NA_5,TERRG,2020-01-15
6.93,0.18,NA,NA,NA,NA,UN,Aquatic,macrophyte,NA,6,NA,NA,TERRG_2020_01_UN_Aquatic_macrophyte_NA_6,TERRG,2020-01-15
7.74,0.2,-19.82566388,7.507009959,1,9.59,UN,Aquatic,filamentous_algae,NA,1,NA,NA,TERRG_2020_01_UN_Aquatic_filamentous_algae_NA_1,TERRG,2020-01-15
7.38,0.33,-14.83184245,9.58585542,0.93,13.54,UN,Aquatic,periphyton,NA,1,NA,NA,TERRG_2020_01_UN_Aquatic_periphyton_NA_1,TERRG,2020-01-15
9.08,0.32,-20.24497736,9.31447513,0.84,11.71,UN,Aquatic,periphyton,NA,2,NA,NA,TERRG_2020_01_UN_Aquatic_periphyton_NA_2,TERRG,2020-01-15
11.06,0.18,-11.16136871,7.113156542,0.85,14.55,UN,Aquatic,periphyton,NA,3,NA,NA,TERRG_2020_01_UN_Aquatic_periphyton_NA_3,TERRG,2020-01-15
8.61,0.32,-26.3763369,9.083994007,0.6,5.02,UN,Aquatic,periphyton,NA,4,NA,NA,TERRG_2020_01_UN_Aquatic_periphyton_NA_4,TERRG,2020-01-15
8.79,0.18,-26.54691384,7.111344004,1.81,43.64,WM,Aquatic,macrophyte,NA,1,NA,NA,TERRG_2020_01_WM_Aquatic_macrophyte_NA_1,TERRG,2020-01-15
